original_index	identifier	track_type	strand	strand_pair	scale	gtex_tissue	clip_soft	sum_stat	description
51	UBERON:0000992+	rna	+	52	0.3		384	sum_sqrt	RNA:C57BL/6J ovary tissue female adult (8 weeks)
52	UBERON:0000992-	rna	-	51	0.3		384	sum_sqrt	RNA:C57BL/6J ovary tissue female adult (8 weeks)
53	UBERON:0001013+	rna	+	54	0.3		384	sum_sqrt	RNA:C57BL/6J adipose tissue tissue male adult (10 weeks)
54	UBERON:0001013-	rna	-	53	0.3		384	sum_sqrt	RNA:C57BL/6J adipose tissue tissue male adult (10 weeks)
55	UBERON:0001017+	rna	+	56	0.3		384	sum_sqrt	RNA:C57BL/6J central nervous system tissue embryo (11.5 days)
56	UBERON:0001017-	rna	-	55	0.3		384	sum_sqrt	RNA:C57BL/6J central nervous system tissue embryo (11.5 days)
57	UBERON:0001155+	rna	+	58	0.3		384	sum_sqrt	RNA:C57BL/6J colon tissue adult (8 weeks)
58	UBERON:0001155-	rna	-	57	0.3		384	sum_sqrt	RNA:C57BL/6J colon tissue adult (8 weeks)
59	UBERON:0001159+	rna	+	60	0.3		384	sum_sqrt	RNA:C57BL/6J sigmoid colon tissue female adult (10 weeks)
60	UBERON:0001159-	rna	-	59	0.3		384	sum_sqrt	RNA:C57BL/6J sigmoid colon tissue female adult (10 weeks)
61	UBERON:0001255+	rna	+	62	0.3		384	sum_sqrt	RNA:C57BL/6J urinary bladder tissue adult (8 weeks)
62	UBERON:0001255-	rna	-	61	0.3		384	sum_sqrt	RNA:C57BL/6J urinary bladder tissue adult (8 weeks)
63	UBERON:0001264+	rna	+	64	0.3		384	sum_sqrt	RNA:C57BL/6J pancreas tissue female adult (10 weeks)
64	UBERON:0001264-	rna	-	63	0.3		384	sum_sqrt	RNA:C57BL/6J pancreas tissue female adult (10 weeks)
65	UBERON:0001870+	rna	+	66	0.3		384	sum_sqrt	RNA:C57BL/6J frontal cortex tissue adult (8 weeks)
66	UBERON:0001870-	rna	-	65	0.3		384	sum_sqrt	RNA:C57BL/6J frontal cortex tissue adult (8 weeks)
67	UBERON:0001911+	rna	+	68	0.3		384	sum_sqrt	RNA:C57BL/6J mammary gland tissue adult (8 weeks)
68	UBERON:0001911-	rna	-	67	0.3		384	sum_sqrt	RNA:C57BL/6J mammary gland tissue adult (8 weeks)
69	UBERON:0001987+	rna	+	70	0.3		384	sum_sqrt	RNA:C57BL/6J placenta tissue adult (8 weeks)
70	UBERON:0001987-	rna	-	69	0.3		384	sum_sqrt	RNA:C57BL/6J placenta tissue adult (8 weeks)
71	UBERON:0002037+	rna	+	72	0.3		384	sum_sqrt	RNA:C57BL/6J cerebellum tissue adult (8 weeks)
72	UBERON:0002037-	rna	-	71	0.3		384	sum_sqrt	RNA:C57BL/6J cerebellum tissue adult (8 weeks)
73	UBERON:0002048+	rna	+	74	0.3		384	sum_sqrt	RNA:C57BL/6J lung tissue adult (8 weeks)
74	UBERON:0002048-	rna	-	73	0.3		384	sum_sqrt	RNA:C57BL/6J lung tissue adult (8 weeks)
75	UBERON:0002101+	rna	+	76	0.3		384	sum_sqrt	RNA:C57BL/6J limb tissue embryo (14.5 days)
76	UBERON:0002101-	rna	-	75	0.3		384	sum_sqrt	RNA:C57BL/6J limb tissue embryo (14.5 days)
77	UBERON:0002106+	rna	+	78	0.3		384	sum_sqrt	RNA:C57BL/6J spleen tissue adult (8 weeks)
78	UBERON:0002106-	rna	-	77	0.3		384	sum_sqrt	RNA:C57BL/6J spleen tissue adult (8 weeks)
79	UBERON:0002107+	rna	+	80	0.3		384	sum_sqrt	RNA:C57BL/6J liver tissue adult (8 weeks)
80	UBERON:0002107-	rna	-	79	0.3		384	sum_sqrt	RNA:C57BL/6J liver tissue adult (8 weeks)
81	UBERON:0002108+	rna	+	82	0.3		384	sum_sqrt	RNA:C57BL/6J small intestine tissue adult (8 weeks)
82	UBERON:0002108-	rna	-	81	0.3		384	sum_sqrt	RNA:C57BL/6J small intestine tissue adult (8 weeks)
83	UBERON:0002113+	rna	+	84	0.3		384	sum_sqrt	RNA:C57BL/6J kidney tissue adult (8 weeks)
84	UBERON:0002113-	rna	-	83	0.3		384	sum_sqrt	RNA:C57BL/6J kidney tissue adult (8 weeks)
85	UBERON:0002114+	rna	+	86	0.3		384	sum_sqrt	RNA:C57BL/6J duodenum tissue adult (8 weeks)
86	UBERON:0002114-	rna	-	85	0.3		384	sum_sqrt	RNA:C57BL/6J duodenum tissue adult (8 weeks)
87	UBERON:0002190+	rna	+	88	0.3		384	sum_sqrt	RNA:C57BL/6J subcutaneous adipose tissue tissue adult (8 weeks)
88	UBERON:0002190-	rna	-	87	0.3		384	sum_sqrt	RNA:C57BL/6J subcutaneous adipose tissue tissue adult (8 weeks)
89	UBERON:0002369+	rna	+	90	0.3		384	sum_sqrt	RNA:C57BL/6J adrenal gland tissue adult (8 weeks)
90	UBERON:0002369-	rna	-	89	0.3		384	sum_sqrt	RNA:C57BL/6J adrenal gland tissue adult (8 weeks)
91	UBERON:0002370+	rna	+	92	0.3		384	sum_sqrt	RNA:C57BL/6J thymus tissue adult (8 weeks)
92	UBERON:0002370-	rna	-	91	0.3		384	sum_sqrt	RNA:C57BL/6J thymus tissue adult (8 weeks)
93	UBERON:0003428+	rna	+	94	0.3		384	sum_sqrt	RNA:C57BL/6J gonadal fat pad tissue adult (8 weeks)
94	UBERON:0003428-	rna	-	93	0.3		384	sum_sqrt	RNA:C57BL/6J gonadal fat pad tissue adult (8 weeks)
95	UBERON:0005343+	rna	+	96	0.3		384	sum_sqrt	RNA:C57BL/6J cortical plate tissue adult (8 weeks)
96	UBERON:0005343-	rna	-	95	0.3		384	sum_sqrt	RNA:C57BL/6J cortical plate tissue adult (8 weeks)
97	EFO:0002034+	rna	+	98	0.3		384	sum_sqrt	RNA:C57BL/6J G1E
98	EFO:0002034-	rna	-	97	0.3		384	sum_sqrt	RNA:C57BL/6J G1E
99	EFO:0002055+	rna	+	100	0.3		384	sum_sqrt	RNA:C57BL/6J G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
100	EFO:0002055-	rna	-	99	0.3		384	sum_sqrt	RNA:C57BL/6J G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
101	EFO:0003971+	rna	+	102	0.3		384	sum_sqrt	RNA:MEL MEL
102	EFO:0003971-	rna	-	101	0.3		384	sum_sqrt	RNA:MEL MEL
103	EFO:0005233+	rna	+	104	0.3		384	sum_sqrt	RNA:B10.H-2aH-4bp/Wts CH12.LX
104	EFO:0005233-	rna	-	103	0.3		384	sum_sqrt	RNA:B10.H-2aH-4bp/Wts CH12.LX
105	EFO:0007075+	rna	+	106	0.3		384	sum_sqrt	RNA:129/Ola ES-E14
106	EFO:0007075-	rna	-	105	0.3		384	sum_sqrt	RNA:129/Ola ES-E14
107	CL:0000037+	rna	+	108	0.3		384	sum_sqrt	RNA:C57BL/6J hematopoietic stem cell male adult (5-6 weeks)
108	CL:0000037-	rna	-	107	0.3		384	sum_sqrt	RNA:C57BL/6J hematopoietic stem cell male adult (5-6 weeks)
109	CL:0000038+	rna	+	110	0.3		384	sum_sqrt	RNA:C57BL/6J erythroid progenitor cell male adult (5-6 weeks)
110	CL:0000038-	rna	-	109	0.3		384	sum_sqrt	RNA:C57BL/6J erythroid progenitor cell male adult (5-6 weeks)
111	CL:0000049+	rna	+	112	0.3		384	sum_sqrt	RNA:C57BL/6J common myeloid progenitor male adult (5-6 weeks)
112	CL:0000049-	rna	-	111	0.3		384	sum_sqrt	RNA:C57BL/6J common myeloid progenitor male adult (5-6 weeks)
113	CL:0000050+	rna	+	114	0.3		384	sum_sqrt	RNA:C57BL/6J megakaryocyte-erythroid progenitor cell male adult (5-6 weeks)
114	CL:0000050-	rna	-	113	0.3		384	sum_sqrt	RNA:C57BL/6J megakaryocyte-erythroid progenitor cell male adult (5-6 weeks)
115	CL:0000553+	rna	+	116	0.3		384	sum_sqrt	RNA:C57BL/6J megakaryocyte progenitor cell male adult (5-6 weeks)
116	CL:0000553-	rna	-	115	0.3		384	sum_sqrt	RNA:C57BL/6J megakaryocyte progenitor cell male adult (5-6 weeks)
117	CL:0000556+	rna	+	118	0.3		384	sum_sqrt	RNA:C57BL/6J megakaryocyte male adult (5-6 weeks)
118	CL:0000556-	rna	-	117	0.3		384	sum_sqrt	RNA:C57BL/6J megakaryocyte male adult (5-6 weeks)
119	CL:0000557+	rna	+	120	0.3		384	sum_sqrt	RNA:C57BL/6J granulocyte monocyte progenitor cell male adult (5-6 weeks)
120	CL:0000557-	rna	-	119	0.3		384	sum_sqrt	RNA:C57BL/6J granulocyte monocyte progenitor cell male adult (5-6 weeks)
121	CL:0000576+	rna	+	122	0.3		384	sum_sqrt	RNA:C57BL/6J monocyte adult (5-6 weeks)
122	CL:0000576-	rna	-	121	0.3		384	sum_sqrt	RNA:C57BL/6J monocyte adult (5-6 weeks)
123	CL:0000765+	rna	+	124	0.3		384	sum_sqrt	RNA:C57BL/6J erythroblast male adult (5-6 weeks)
124	CL:0000765-	rna	-	123	0.3		384	sum_sqrt	RNA:C57BL/6J erythroblast male adult (5-6 weeks)
125	CL:0000775+	rna	+	126	0.3		384	sum_sqrt	RNA:C57BL/6J neutrophil adult (5-6 weeks)
126	CL:0000775-	rna	-	125	0.3		384	sum_sqrt	RNA:C57BL/6J neutrophil adult (5-6 weeks)
127	NTR:0000646+	rna	+	128	0.3		384	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue female (2 months)
128	NTR:0000646-	rna	-	127	0.3		384	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue female (2 months)
129	UBERON:0000948+	rna	+	130	0.3		384	sum_sqrt	RNA:B6NTac;B6NCrl/Lap heart tissue postnatal (0 days)
130	UBERON:0000948-	rna	-	129	0.3		384	sum_sqrt	RNA:B6NTac;B6NCrl/Lap heart tissue postnatal (0 days)
131	UBERON:0001388+	rna	+	132	0.3		384	sum_sqrt	RNA:5xFAD/CAST gastrocnemius tissue male postnatal (8-10 months)
132	UBERON:0001388-	rna	-	131	0.3		384	sum_sqrt	RNA:5xFAD/CAST gastrocnemius tissue male postnatal (8-10 months)
133	UBERON:0001890+	rna	+	134	0.3		384	sum_sqrt	RNA:B6NTac;B6NCrl/Lap forebrain tissue postnatal (0 days)
134	UBERON:0001890-	rna	-	133	0.3		384	sum_sqrt	RNA:B6NTac;B6NCrl/Lap forebrain tissue postnatal (0 days)
135	UBERON:0001891+	rna	+	136	0.3		384	sum_sqrt	RNA:B6NTac;B6NCrl/Lap midbrain tissue postnatal (0 days)
136	UBERON:0001891-	rna	-	135	0.3		384	sum_sqrt	RNA:B6NTac;B6NCrl/Lap midbrain tissue postnatal (0 days)
137	UBERON:0002028+	rna	+	138	0.3		384	sum_sqrt	RNA:B6NTac;B6NCrl/Lap hindbrain tissue postnatal (0 days)
138	UBERON:0002028-	rna	-	137	0.3		384	sum_sqrt	RNA:B6NTac;B6NCrl/Lap hindbrain tissue postnatal (0 days)
139	UBERON:0002107+	rna	+	140	0.3		384	sum_sqrt	RNA:C57BL/6J liver tissue adult (8 weeks)
140	UBERON:0002107-	rna	-	139	0.3		384	sum_sqrt	RNA:C57BL/6J liver tissue adult (8 weeks)
141	UBERON:0002305+	rna	+	142	0.3		384	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue female (14 days)
142	UBERON:0002305-	rna	-	141	0.3		384	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue female (14 days)
143	UBERON:0002369+	rna	+	144	0.3		384	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue male (2 months)
144	UBERON:0002369-	rna	-	143	0.3		384	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue male (2 months)
0	ENCFF866ZTV	dnase	.	0	2.0		32	mean	DNASE:B6D2F1/J 416B
1	ENCFF695LHM	dnase	.	1	2.0		32	mean	DNASE:BALB/cAnN A20
2	ENCFF079SPZ	dnase	.	2	2.0		32	mean	DNASE:C57BL/6 B cell male adult (8 weeks)
3	ENCFF798VSP	dnase	.	3	2.0		32	mean	DNASE:C57BL/6 splenic B cell male adult (8 weeks)
4	ENCFF474GND	dnase	.	4	2.0		32	mean	DNASE:C57BL/6 cerebellum male adult (8 weeks)
5	ENCFF395AJZ	dnase	.	5	2.0		32	mean	DNASE:C57BL/6 telencephalon male adult (8 weeks)
6	ENCFF990TBH	dnase	.	6	2.0		32	mean	DNASE:CD-1 c-Kit-negative CD71-positive TER-119-positive erythroid progenitor cells male embryo (14.5 days)
7	ENCFF443PWY	dnase	.	7	2.0		32	mean	DNASE:CD-1 c-Kit-positive CD71-negative TER-119-negative erythroid progenitor cells male embryo (14.5 days)
8	ENCFF680ZTZ	dnase	.	8	2.0		32	mean	DNASE:CD-1 c-Kit-positive CD71-positive TER-119-negative erythroid progenitor cells male embryo (14.5 days)
9	ENCFF649DYS	dnase	.	9	2.0		32	mean	DNASE:CD-1 c-Kit-positive CD71-positive TER-119-positive erythroid progenitor cells male embryo (14.5 days)
10	ENCFF680PQC	dnase	.	10	2.0		32	mean	DNASE:129 ES-CJ7
11	ENCFF872IES	dnase	.	11	2.0		32	mean	DNASE:129 ES-E14
12	ENCFF974BRL	dnase	.	12	2.0		32	mean	DNASE:mixed WW6
13	ENCFF660XSJ	dnase	.	13	2.0		32	mean	DNASE:mixed WW6
14	ENCFF391SPW	dnase	.	14	2.0		32	mean	DNASE:C57BL/6 fibroblast of lung male adult (8 weeks)
15	ENCFF837OUY	dnase	.	15	2.0		32	mean	DNASE:CD-1 forelimb bud male embryo (11.5 days)
16	ENCFF090NJT	dnase	.	16	2.0		32	mean	DNASE:C57BL/6 gonadal fat pad male adult (8 weeks)
17	ENCFF227XDD	dnase	.	17	2.0		32	mean	DNASE:CD-1 embryo male embryo (11.5 days) depleted in head
18	ENCFF773NKY	dnase	.	18	2.0		32	mean	DNASE:C57BL/6 heart male adult (8 weeks)
19	ENCFF037VPV	dnase	.	19	2.0		32	mean	DNASE:CD-1 hindlimb bud male embryo (11.5 days)
20	ENCFF561HSI	dnase	.	20	2.0		32	mean	DNASE:C57BL/6 kidney male adult (8 weeks)
21	ENCFF650OFZ	dnase	.	21	2.0		32	mean	DNASE:C57BL/6 large intestine male adult (8 weeks)
22	ENCFF395XSI	dnase	.	22	2.0		32	mean	DNASE:C57BL/6 liver male embryo (14.5 days)
23	ENCFF906XJY	dnase	.	23	2.0		32	mean	DNASE:129 liver male embryo (14.5 days)
24	ENCFF435WED	dnase	.	24	2.0		32	mean	DNASE:129 liver male embryo (14.5 days)
25	ENCFF102MGA	dnase	.	25	2.0		32	mean	DNASE:C57BL/6 lung male adult (8 weeks)
26	ENCFF990ATO	dnase	.	26	2.0		32	mean	DNASE:DBA/2 MEL cell line
27	ENCFF673VVB	dnase	.	27	2.0		32	mean	DNASE:CD-1 mesoderm male embryo (11.5 days)
28	ENCFF223QRV	dnase	.	28	2.0		32	mean	DNASE:DBA/2 MEL-GATA-1-ER
29	ENCFF516XER	dnase	.	29	2.0		32	mean	DNASE:DBA/2 erythroblast originated from MEL-GATA-1-ER treated with 1 uM estradiol for 24 hours
30	ENCFF178FCM	dnase	.	30	2.0		32	mean	DNASE:DBA/2 erythroblast originated from MEL-GATA-1-ER treated with 1 uM estradiol for 48 hours
31	ENCFF950ALJ	dnase	.	31	2.0		32	mean	DNASE:NIH/Swiss NIH3T3
32	ENCFF632WLC	dnase	.	32	2.0		32	mean	DNASE:M.spretus x C57BL/6J Patski
33	ENCFF908NIP	dnase	.	33	2.0		32	mean	DNASE:C57BL/6 retina male postnatal (7 days)
34	ENCFF261PZG	dnase	.	34	2.0		32	mean	DNASE:C57BL/6 retina male postnatal (1 day)
35	ENCFF259ZNG	dnase	.	35	2.0		32	mean	DNASE:C57BL/6 retina male adult (8 weeks)
36	ENCFF731YAA	dnase	.	36	2.0		32	mean	DNASE:C57BL/6 skeletal muscle tissue male adult (8 weeks)
37	ENCFF546FZT	dnase	.	37	2.0		32	mean	DNASE:C57BL/6 spleen male adult (8 weeks)
38	ENCFF896PZK	dnase	.	38	2.0		32	mean	DNASE:C57BL/6 CD4-positive helper T cell male adult (8 weeks)
39	ENCFF540HLI	dnase	.	39	2.0		32	mean	DNASE:C57BL/6 thymus male adult (8 weeks)
40	ENCFF242YCJ	dnase	.	40	2.0		32	mean	DNASE:C57BL/6 induced T-regulatory cell male adult (8 weeks)
41	ENCFF992QCB	dnase	.	41	2.0		32	mean	DNASE:C57BL/6 brain male embryo (14.5 days)
42	ENCFF257BKZ	dnase	.	42	2.0		32	mean	DNASE:C57BL/6 brain male adult (8 weeks)
43	ENCFF333MPS	dnase	.	43	2.0		32	mean	DNASE:C57BL/6 brain male embryo (18.5 days)
44	ENCFF424XOH	dnase	.	44	2.0		32	mean	DNASE:129 ZHBTc4-mESC
45	ENCFF448ZJM	dnase	.	45	2.0		32	mean	DNASE:129 ZHBTc4-mESC treated with 100 ng/mL doxycycline hyclate for 24 hours
46	ENCFF825ZVT	dnase	.	46	2.0		32	mean	DNASE:129 ZHBTc4-mESC treated with 100 ng/mL doxycycline hyclate for 6 hours
47	ENCFF513QAB	dnase	.	47	2.0		32	mean	DNASE:C57BL/6 heart postnatal (0 days)
48	ENCFF009ALP	dnase	.	48	2.0		32	mean	DNASE:C57BL/6 forebrain embryo (11.50 days)
49	ENCFF299KAN	dnase	.	49	2.0		32	mean	DNASE:C57BL/6 kidney postnatal (0 days)
50	ENCFF417SAZ	dnase	.	50	2.0		32	mean	DNASE:C57BL/6 lung postnatal (0 days)
51	ENCFF829UGS	dnase	.	51	2.0		32	mean	DNASE:C57BL/6 embryo embryo (10.5 days)
52	ENCFF107NBQ	dnase	.	52	2.0		32	mean	DNASE:C57BL/6 hindbrain embryo (14.5 days)
53	ENCFF373NJX	dnase	.	53	2.0		32	mean	DNASE:C57BL/6 embryonic facial prominence embryo (11.5 days)
54	ENCFF540VTK	dnase	.	54	2.0		32	mean	DNASE:C57BL/6 liver postnatal (0 days)
55	ENCFF888LAZ	dnase	.	55	2.0		32	mean	DNASE:C57BL/6 hindbrain embryo (10.50 days)
56	ENCFF906WCV	dnase	.	56	2.0		32	mean	DNASE:C57BL/6 midbrain embryo (11.5 days)
57	ENCFF649UQO	dnase	.	57	2.0		32	mean	DNASE:C57BL/6 neural tube embryo (11.5 days)
58	ENCFF729TAB	dnase	.	58	2.0		32	mean	DNASE:C57BL/6 R1
59	ENCFF149TTQ	dnase	.	59	2.0		32	mean	DNASE:C57BL/6 forebrain embryo (14.5 days)
60	ENCFF943PHW	dnase	.	60	2.0		32	mean	DNASE:C57BL/6 hindbrain embryo (11.5 days)
61	ENCFF115OLL	dnase	.	61	2.0		32	mean	DNASE:C57BL/6 midbrain embryo (14.5 days)
62	ENCFF963PGF	dnase	.	62	2.0		32	mean	DNASE:DBA/2 MEL cell line treated with 125 uM zinc dichloride for 24 hours
63	ENCFF625SMQ	dnase	.	63	2.0		32	mean	DNASE:C57BL/6 limb embryo (10.50 days)
64	ENCFF155MQS	dnase	.	64	2.0		32	mean	DNASE:DBA/2 MEL cell line
65	ENCFF283WGI	dnase	.	65	2.0		32	mean	DNASE:C57BL/6 hindbrain postnatal (0 days)
66	ENCFF266ZDD	dnase	.	66	2.0		32	mean	DNASE:C57BL/6 retina embryo (14.5 days)
67	ENCFF076VZF	dnase	.	67	2.0		32	mean	DNASE:C57BL/6 liver embryo (11.50 days)
68	ENCFF802BPW	dnase	.	68	2.0		32	mean	DNASE:C57BL/6 limb embryo (14.5 days)
69	ENCFF622EDP	dnase	.	69	2.0		32	mean	DNASE:C57BL/6 intestine embryo (14.50 days)
70	ENCFF945EBN	dnase	.	70	2.0		32	mean	DNASE:C57BL/6 neural tube embryo (10.50 days)
71	ENCFF641OPE	dnase	.	71	2.0		32	mean	DNASE:C57BL/6 limb embryo (11.5 days)
72	ENCFF586XFN	dnase	.	72	2.0		32	mean	DNASE:C57BL/6 Muller cell postnatal (12 days)
73	ENCFF435DKT	dnase	.	73	2.0		32	mean	DNASE:C57BL/6 3T3-L1
74	ENCFF363ULE	dnase	.	74	2.0		32	mean	DNASE:C57BL/6 embryo embryo (9.50 days)
75	ENCFF894XDN	dnase	.	75	2.0		32	mean	DNASE:C57BL/6 embryo embryo (10 days)
76	ENCFF919AUF	dnase	.	76	2.0		32	mean	DNASE:C57BL/6 MN1
77	ENCFF043UNG	dnase	.	77	2.0		32	mean	DNASE:C57BL/6 lung embryo (14.5 days)
78	ENCFF071TLE	dnase	.	78	2.0		32	mean	DNASE:C57BL/6 heart embryo (10.50 days)
79	ENCFF247KMU	dnase	.	79	2.0		32	mean	DNASE:C57BL/6 forebrain embryo (10.50 days)
80	ENCFF610ONZ	dnase	.	80	2.0		32	mean	DNASE:C57BL/6 midbrain postnatal (0 days)
81	ENCFF327SCP	dnase	.	81	2.0		32	mean	DNASE:C57BL/6 midbrain embryo (10.50 days)
82	ENCFF846VXR	dnase	.	82	2.0		32	mean	DNASE:C57BL/6 embryo embryo (11 day)
83	ENCFF458SNJ	dnase	.	83	2.0		32	mean	DNASE:C57BL/6 embryonic facial prominence embryo (10.50 days)
84	ENCFF684BQC	dnase	.	84	2.0		32	mean	DNASE:C57BL/6 forebrain postnatal (0 days)
85	ENCFF014NWA	dnase	.	85	2.0		32	mean	DNASE:C57BL/6 acute myeloid leukemia
86	ENCFF353HPD	dnase	.	86	2.0		32	mean	DNASE:C57BL/6 yolk sac embryo (10.50 days)
87	ENCFF514HPX	dnase	.	87	2.0		32	mean	DNASE:C57BL/6 MN1 treated with 10 nM methyltrienolone
88	ENCFF125IRZ	dnase	.	88	2.0		32	mean	DNASE:C57BL/6 thymus postnatal (0 days)
89	ENCFF580UUE	dnase	.	89	2.0		32	mean	DNASE:C57BL/6 embryonic facial prominence embryo (14.5 days)
