original_index	identifier	track_type	strand	strand_pair	scale	gtex_tissue	clip_soft	sum_stat	description
101	EFO:0005721+	rna	+	102	0.3		384	sum_sqrt	RNA:SK-N-DZ nuclear fraction
102	EFO:0005721-	rna	-	101	0.3		384	sum_sqrt	RNA:SK-N-DZ nuclear fraction
103	EFO:0006270+	rna	+	104	0.3		384	sum_sqrt	RNA:AG04450
104	EFO:0006270-	rna	-	103	0.3		384	sum_sqrt	RNA:AG04450
105	EFO:0007089+	rna	+	106	0.3		384	sum_sqrt	RNA:HUES64
106	EFO:0007089-	rna	-	105	0.3		384	sum_sqrt	RNA:HUES64
107	CL:0000047+	rna	+	108	0.3		384	sum_sqrt	RNA:neuronal stem cell originated from H1
108	CL:0000047-	rna	-	107	0.3		384	sum_sqrt	RNA:neuronal stem cell originated from H1
109	CL:0000134+	rna	+	110	0.3		384	sum_sqrt	RNA:mesenchymal stem cell originated from H1
110	CL:0000134-	rna	-	109	0.3		384	sum_sqrt	RNA:mesenchymal stem cell originated from H1
111	CL:0000221+	rna	+	112	0.3		384	sum_sqrt	RNA:ectodermal cell originated from HUES64
112	CL:0000221-	rna	-	111	0.3		384	sum_sqrt	RNA:ectodermal cell originated from HUES64
113	CL:0000222+	rna	+	114	0.3		384	sum_sqrt	RNA:mesodermal cell originated from HUES64
114	CL:0000222-	rna	-	113	0.3		384	sum_sqrt	RNA:mesodermal cell originated from HUES64
115	CL:0000223+	rna	+	116	0.3		384	sum_sqrt	RNA:endodermal cell originated from HUES64
116	CL:0000223-	rna	-	115	0.3		384	sum_sqrt	RNA:endodermal cell originated from HUES64
117	CL:0000351+	rna	+	118	0.3		384	sum_sqrt	RNA:trophoblast cell originated from H1
118	CL:0000351-	rna	-	117	0.3		384	sum_sqrt	RNA:trophoblast cell originated from H1
119	CL:0002319+	rna	+	120	0.3		384	sum_sqrt	RNA:neural cell originated from H1
120	CL:0002319-	rna	-	119	0.3		384	sum_sqrt	RNA:neural cell originated from H1
121	NTR:0000856+	rna	+	122	0.3		384	sum_sqrt	RNA:mesendoderm originated from H1
122	NTR:0000856-	rna	-	121	0.3		384	sum_sqrt	RNA:mesendoderm originated from H1
123	CL:0000127+	rna	+	124	0.3		384	sum_sqrt	RNA:astrocyte
124	CL:0000127-	rna	-	123	0.3		384	sum_sqrt	RNA:astrocyte
125	CL:0000236+	rna	+	126	0.3		384	sum_sqrt	RNA:B cell female adult (27 years) and female adult (43 years)
126	CL:0000236-	rna	-	125	0.3		384	sum_sqrt	RNA:B cell female adult (27 years) and female adult (43 years)
127	CL:0000312+	rna	+	128	0.3		384	sum_sqrt	RNA:keratinocyte nuclear fraction female
128	CL:0000312-	rna	-	127	0.3		384	sum_sqrt	RNA:keratinocyte nuclear fraction female
129	CL:0000515+	rna	+	130	0.3		384	sum_sqrt	RNA:skeletal muscle myoblast
130	CL:0000515-	rna	-	129	0.3		384	sum_sqrt	RNA:skeletal muscle myoblast
131	CL:0001054+	rna	+	132	0.3		384	sum_sqrt	RNA:CD14-positive monocyte female
132	CL:0001054-	rna	-	131	0.3		384	sum_sqrt	RNA:CD14-positive monocyte female
133	CL:0002324+	rna	+	134	0.3		384	sum_sqrt	RNA:myoepithelial cell of mammary gland female adult (22 years)
134	CL:0002324-	rna	-	133	0.3		384	sum_sqrt	RNA:myoepithelial cell of mammary gland female adult (22 years)
135	CL:0002326+	rna	+	136	0.3		384	sum_sqrt	RNA:luminal epithelial cell of mammary gland female adult (22 years)
136	CL:0002326-	rna	-	135	0.3		384	sum_sqrt	RNA:luminal epithelial cell of mammary gland female adult (22 years)
137	CL:0002327+	rna	+	138	0.3		384	sum_sqrt	RNA:mammary epithelial cell female
138	CL:0002327-	rna	-	137	0.3		384	sum_sqrt	RNA:mammary epithelial cell female
139	CL:0002451+	rna	+	140	0.3		384	sum_sqrt	RNA:mammary stem cell female adult (22 years)
140	CL:0002451-	rna	-	139	0.3		384	sum_sqrt	RNA:mammary stem cell female adult (22 years)
141	CL:0002553+	rna	+	142	0.3		384	sum_sqrt	RNA:fibroblast of lung male adult (45 years)
142	CL:0002553-	rna	-	141	0.3		384	sum_sqrt	RNA:fibroblast of lung male adult (45 years)
143	CL:0002618+	rna	+	144	0.3		384	sum_sqrt	RNA:endothelial cell of umbilical vein male newborn
144	CL:0002618-	rna	-	143	0.3		384	sum_sqrt	RNA:endothelial cell of umbilical vein male newborn
145	CL:1001606+	rna	+	146	0.3		384	sum_sqrt	RNA:foreskin keratinocyte male newborn
146	CL:1001606-	rna	-	145	0.3		384	sum_sqrt	RNA:foreskin keratinocyte male newborn
147	CL:1001608+	rna	+	148	0.3		384	sum_sqrt	RNA:foreskin fibroblast male newborn
148	CL:1001608-	rna	-	147	0.3		384	sum_sqrt	RNA:foreskin fibroblast male newborn
149	CL:2000001+	rna	+	150	0.3		384	sum_sqrt	RNA:peripheral blood mononuclear cell female adult (28 years)
150	CL:2000001-	rna	-	149	0.3		384	sum_sqrt	RNA:peripheral blood mononuclear cell female adult (28 years)
151	CL:2000045+	rna	+	152	0.3		384	sum_sqrt	RNA:foreskin melanocyte male newborn
152	CL:2000045-	rna	-	151	0.3		384	sum_sqrt	RNA:foreskin melanocyte male newborn
153	NTR:0000427+	rna	+	154	0.3		384	sum_sqrt	RNA:neurosphere embryo (15 weeks) originated from ganglionic eminence
154	NTR:0000427-	rna	-	153	0.3		384	sum_sqrt	RNA:neurosphere embryo (15 weeks) originated from ganglionic eminence
155	NTR:0003079+	rna	+	156	0.3		384	sum_sqrt	RNA:fibroblast of breast female adult (17 years)
156	NTR:0003079-	rna	-	155	0.3		384	sum_sqrt	RNA:fibroblast of breast female adult (17 years)
157	NTR:0003013+	rna	+	158	0.3		384	sum_sqrt	RNA:placental basal plate tissue embryo (16 weeks)
158	NTR:0003013-	rna	-	157	0.3		384	sum_sqrt	RNA:placental basal plate tissue embryo (16 weeks)
159	UBERON:0000016+	rna	+	160	0.3		384	sum_sqrt	RNA:endocrine pancreas tissue adult (59 years)
160	UBERON:0000016-	rna	-	159	0.3		384	sum_sqrt	RNA:endocrine pancreas tissue adult (59 years)
161	UBERON:0000088+	rna	+	162	0.3		384	sum_sqrt	RNA:trophoblast tissue male embryo (38 weeks)
162	UBERON:0000088-	rna	-	161	0.3		384	sum_sqrt	RNA:trophoblast tissue male embryo (38 weeks)
163	UBERON:0000305+	rna	+	164	0.3		384	sum_sqrt	RNA:amnion tissue female embryo (40 weeks)
164	UBERON:0000305-	rna	-	163	0.3		384	sum_sqrt	RNA:amnion tissue female embryo (40 weeks)
165	UBERON:0000473+	rna	+	166	0.3		384	sum_sqrt	RNA:testis tissue male adult (44 years)
166	UBERON:0000473-	rna	-	165	0.3		384	sum_sqrt	RNA:testis tissue male adult (44 years)
167	UBERON:0000945+	rna	+	168	0.3		384	sum_sqrt	RNA:stomach tissue male adult (34 years)
168	UBERON:0000945-	rna	-	167	0.3		384	sum_sqrt	RNA:stomach tissue male adult (34 years)
169	UBERON:0000947+	rna	+	170	0.4277421236872812		384	sum_sqrt	RNA:aorta tissue male adult (34 years)
170	UBERON:0000947-	rna	-	169	0.4277421236872812		384	sum_sqrt	RNA:aorta tissue male adult (34 years)
171	UBERON:0000948+	rna	+	172	0.3		384	sum_sqrt	RNA:heart tissue female adult (30 years)
172	UBERON:0000948-	rna	-	171	0.3		384	sum_sqrt	RNA:heart tissue female adult (30 years)
173	UBERON:0000955+	rna	+	174	0.3		384	sum_sqrt	RNA:brain tissue female adult (66 years)
174	UBERON:0000955-	rna	-	173	0.3		384	sum_sqrt	RNA:brain tissue female adult (66 years)
175	UBERON:0000992+	rna	+	176	0.3		384	sum_sqrt	RNA:ovary tissue female adult (47 years)
176	UBERON:0000992-	rna	-	175	0.3		384	sum_sqrt	RNA:ovary tissue female adult (47 years)
177	UBERON:0001013+	rna	+	178	0.3		384	sum_sqrt	RNA:adipose tissue tissue female adult (63 years)
178	UBERON:0001013-	rna	-	177	0.3		384	sum_sqrt	RNA:adipose tissue tissue female adult (63 years)
179	UBERON:0001043+	rna	+	180	0.3		384	sum_sqrt	RNA:esophagus tissue male adult (34 years)
180	UBERON:0001043-	rna	-	179	0.3		384	sum_sqrt	RNA:esophagus tissue male adult (34 years)
181	UBERON:0001159+	rna	+	182	0.3		384	sum_sqrt	RNA:sigmoid colon tissue male adult (21 years)
182	UBERON:0001159-	rna	-	181	0.3		384	sum_sqrt	RNA:sigmoid colon tissue male adult (21 years)
183	UBERON:0001255+	rna	+	184	0.3		384	sum_sqrt	RNA:urinary bladder tissue male child (3 years)
184	UBERON:0001255-	rna	-	183	0.3		384	sum_sqrt	RNA:urinary bladder tissue male child (3 years)
185	UBERON:0001264+	rna	+	186	0.3		384	sum_sqrt	RNA:pancreas tissue female adult (30 years)
186	UBERON:0001264-	rna	-	185	0.3		384	sum_sqrt	RNA:pancreas tissue female adult (30 years)
187	UBERON:0002037+	rna	+	188	0.3		384	sum_sqrt	RNA:cerebellum tissue male embryo (20 weeks)
188	UBERON:0002037-	rna	-	187	0.3		384	sum_sqrt	RNA:cerebellum tissue male embryo (20 weeks)
189	UBERON:0002048+	rna	+	190	0.3		384	sum_sqrt	RNA:lung tissue female adult (30 years)
190	UBERON:0002048-	rna	-	189	0.3		384	sum_sqrt	RNA:lung tissue female adult (30 years)
191	UBERON:0002078+	rna	+	192	0.3		384	sum_sqrt	RNA:right cardiac atrium tissue male adult (34 years)
192	UBERON:0002078-	rna	-	191	0.3		384	sum_sqrt	RNA:right cardiac atrium tissue male adult (34 years)
193	UBERON:0002080+	rna	+	194	0.3		384	sum_sqrt	RNA:heart right ventricle tissue male adult (34 years)
194	UBERON:0002080-	rna	-	193	0.3		384	sum_sqrt	RNA:heart right ventricle tissue male adult (34 years)
195	UBERON:0002084+	rna	+	196	0.3		384	sum_sqrt	RNA:heart left ventricle tissue male child (3 years)
196	UBERON:0002084-	rna	-	195	0.3		384	sum_sqrt	RNA:heart left ventricle tissue male child (3 years)
197	UBERON:0002106+	rna	+	198	0.3		384	sum_sqrt	RNA:spleen tissue female adult (30 years)
198	UBERON:0002106-	rna	-	197	0.3		384	sum_sqrt	RNA:spleen tissue female adult (30 years)
199	UBERON:0002107+	rna	+	200	0.3		384	sum_sqrt	RNA:liver tissue male adult (18 years)
200	UBERON:0002107-	rna	-	199	0.3		384	sum_sqrt	RNA:liver tissue male adult (18 years)
201	UBERON:0002108+	rna	+	202	0.8734908657664815		384	sum_sqrt	RNA:small intestine tissue female adult (30 years)
202	UBERON:0002108-	rna	-	201	0.8734908657664815		384	sum_sqrt	RNA:small intestine tissue female adult (30 years)
203	UBERON:0002113+	rna	+	204	0.3		384	sum_sqrt	RNA:kidney tissue male adult (41 years)
204	UBERON:0002113-	rna	-	203	0.3		384	sum_sqrt	RNA:kidney tissue male adult (41 years)
205	UBERON:0002369+	rna	+	206	0.3		384	sum_sqrt	RNA:adrenal gland tissue female adult (30 years)
206	UBERON:0002369-	rna	-	205	0.3		384	sum_sqrt	RNA:adrenal gland tissue female adult (30 years)
207	UBERON:0002370+	rna	+	208	0.3		384	sum_sqrt	RNA:thymus tissue male child (3 years)
208	UBERON:0002370-	rna	-	207	0.3		384	sum_sqrt	RNA:thymus tissue male child (3 years)
209	UBERON:0003124+	rna	+	210	0.3		384	sum_sqrt	RNA:chorion tissue embryo (16 weeks)
210	UBERON:0003124-	rna	-	209	0.3		384	sum_sqrt	RNA:chorion tissue embryo (16 weeks)
211	UBERON:0007106+	rna	+	212	0.3		384	sum_sqrt	RNA:chorionic villus tissue female embryo (40 weeks)
212	UBERON:0007106-	rna	-	211	0.3		384	sum_sqrt	RNA:chorionic villus tissue female embryo (40 weeks)
213	UBERON:0008450+	rna	+	214	0.3		384	sum_sqrt	RNA:psoas muscle tissue female adult (30 years)
214	UBERON:0008450-	rna	-	213	0.3		384	sum_sqrt	RNA:psoas muscle tissue female adult (30 years)
215	UBERON:1000010+	rna	+	216	0.3		384	sum_sqrt	RNA:mole tissue female
216	UBERON:1000010-	rna	-	215	0.3		384	sum_sqrt	RNA:mole tissue female
217	EFO:0001099+	rna	+	218	0.3		384	sum_sqrt	RNA:Caco-2
218	EFO:0001099-	rna	-	217	0.3		384	sum_sqrt	RNA:Caco-2
219	EFO:0001187+	rna	+	220	0.3		384	sum_sqrt	RNA:HepG2 nuclear fraction
220	EFO:0001187-	rna	-	219	0.3		384	sum_sqrt	RNA:HepG2 nuclear fraction
221	EFO:0001193+	rna	+	222	0.3		384	sum_sqrt	RNA:HT-29
222	EFO:0001193-	rna	-	221	0.3		384	sum_sqrt	RNA:HT-29
223	EFO:0001196+	rna	+	224	0.3		384	sum_sqrt	RNA:IMR-90
224	EFO:0001196-	rna	-	223	0.3		384	sum_sqrt	RNA:IMR-90
225	EFO:0001200+	rna	+	226	0.3		384	sum_sqrt	RNA:MCF 10A
226	EFO:0001200-	rna	-	225	0.3		384	sum_sqrt	RNA:MCF 10A
227	EFO:0001203+	rna	+	228	0.3		384	sum_sqrt	RNA:MCF-7
228	EFO:0001203-	rna	-	227	0.3		384	sum_sqrt	RNA:MCF-7
229	EFO:0002059+	rna	+	230	0.3		384	sum_sqrt	RNA:HT1080
230	EFO:0002059-	rna	-	229	0.3		384	sum_sqrt	RNA:HT1080
231	EFO:0002067+	rna	+	232	0.3		384	sum_sqrt	RNA:K562
232	EFO:0002067-	rna	-	231	0.3		384	sum_sqrt	RNA:K562
233	EFO:0002074+	rna	+	234	0.3		384	sum_sqrt	RNA:PC-3
234	EFO:0002074-	rna	-	233	0.3		384	sum_sqrt	RNA:PC-3
235	EFO:0002101+	rna	+	236	0.3		384	sum_sqrt	RNA:A172
236	EFO:0002101-	rna	-	235	0.3		384	sum_sqrt	RNA:A172
237	EFO:0002103+	rna	+	238	0.3		384	sum_sqrt	RNA:A375
238	EFO:0002103-	rna	-	237	0.3		384	sum_sqrt	RNA:A375
239	EFO:0002106+	rna	+	240	0.3		384	sum_sqrt	RNA:A673
240	EFO:0002106-	rna	-	239	0.3		384	sum_sqrt	RNA:A673
241	EFO:0002150+	rna	+	242	0.3		384	sum_sqrt	RNA:Caki2
242	EFO:0002150-	rna	-	241	0.3		384	sum_sqrt	RNA:Caki2
243	EFO:0002179+	rna	+	244	0.3		384	sum_sqrt	RNA:G401
244	EFO:0002179-	rna	-	243	0.3		384	sum_sqrt	RNA:G401
245	EFO:0002184+	rna	+	246	0.3		384	sum_sqrt	RNA:H4
246	EFO:0002184-	rna	-	245	0.3		384	sum_sqrt	RNA:H4
247	EFO:0002234+	rna	+	248	0.3		384	sum_sqrt	RNA:MG63
248	EFO:0002234-	rna	-	247	0.3		384	sum_sqrt	RNA:MG63
249	EFO:0002330+	rna	+	250	0.3		384	sum_sqrt	RNA:SJSA1
250	EFO:0002330-	rna	-	249	0.3		384	sum_sqrt	RNA:SJSA1
251	EFO:0002713+	rna	+	252	0.3		384	sum_sqrt	RNA:Panc1
252	EFO:0002713-	rna	-	251	0.3		384	sum_sqrt	RNA:Panc1
253	EFO:0002784+	rna	+	254	0.3		384	sum_sqrt	RNA:GM12878
254	EFO:0002784-	rna	-	253	0.3		384	sum_sqrt	RNA:GM12878
255	EFO:0002819+	rna	+	256	0.3		384	sum_sqrt	RNA:Calu3
256	EFO:0002819-	rna	-	255	0.3		384	sum_sqrt	RNA:Calu3
257	EFO:0002824+	rna	+	258	0.3		384	sum_sqrt	RNA:HCT116
258	EFO:0002824-	rna	-	257	0.3		384	sum_sqrt	RNA:HCT116
259	EFO:0002847+	rna	+	260	0.3		384	sum_sqrt	RNA:PC-9
260	EFO:0002847-	rna	-	259	0.3		384	sum_sqrt	RNA:PC-9
261	EFO:0003042+	rna	+	262	0.3		384	sum_sqrt	RNA:H1
262	EFO:0003042-	rna	-	261	0.3		384	sum_sqrt	RNA:H1
263	EFO:0003044+	rna	+	264	0.3		384	sum_sqrt	RNA:NCI-H460
264	EFO:0003044-	rna	-	263	0.3		384	sum_sqrt	RNA:NCI-H460
265	EFO:0003045+	rna	+	266	0.3		384	sum_sqrt	RNA:H9
266	EFO:0003045-	rna	-	265	0.3		384	sum_sqrt	RNA:H9
267	EFO:0005697+	rna	+	268	0.3		384	sum_sqrt	RNA:M059J
268	EFO:0005697-	rna	-	267	0.3		384	sum_sqrt	RNA:M059J
269	EFO:0005698+	rna	+	270	0.3		384	sum_sqrt	RNA:Daoy
270	EFO:0005698-	rna	-	269	0.3		384	sum_sqrt	RNA:Daoy
271	EFO:0005712+	rna	+	272	0.3		384	sum_sqrt	RNA:RPMI7951
272	EFO:0005712-	rna	-	271	0.3		384	sum_sqrt	RNA:RPMI7951
273	EFO:0005714+	rna	+	274	0.3		384	sum_sqrt	RNA:LHCN-M2
274	EFO:0005714-	rna	-	273	0.3		384	sum_sqrt	RNA:LHCN-M2
275	EFO:0005719+	rna	+	276	0.3		384	sum_sqrt	RNA:Karpas-422
276	EFO:0005719-	rna	-	275	0.3		384	sum_sqrt	RNA:Karpas-422
277	EFO:0005720+	rna	+	278	0.3		384	sum_sqrt	RNA:SK-MEL-5
278	EFO:0005720-	rna	-	277	0.3		384	sum_sqrt	RNA:SK-MEL-5
279	EFO:0005721+	rna	+	280	0.3		384	sum_sqrt	RNA:SK-N-DZ treated with dimethyl sulfoxide for 72 hours
280	EFO:0005721-	rna	-	279	0.3		384	sum_sqrt	RNA:SK-N-DZ treated with dimethyl sulfoxide for 72 hours
281	EFO:0005722+	rna	+	282	0.3		384	sum_sqrt	RNA:SJCRH30
