original_index	identifier	track_type	strand	strand_pair	scale	gtex_tissue	clip_soft	sum_stat	description
31	CNhs10628-	cage	-	30	1.0		384	sum	CAGE:prostate, adult, pool1
32	CNhs10629+	cage	+	33	1.0		384	sum	CAGE:skeletal muscle, adult, pool1
33	CNhs10629-	cage	-	32	1.0		384	sum	CAGE:skeletal muscle, adult, pool1
34	CNhs10630+	cage	+	35	1.0		384	sum	CAGE:small intestine, adult, pool1
35	CNhs10630-	cage	-	34	1.0		384	sum	CAGE:small intestine, adult, pool1
36	CNhs10631+	cage	+	37	1.0		384	sum	CAGE:spleen, adult, pool1
37	CNhs10631-	cage	-	36	1.0		384	sum	CAGE:spleen, adult, pool1
38	CNhs10632+	cage	+	39	1.0		384	sum	CAGE:testis, adult, pool1
39	CNhs10632-	cage	-	38	1.0		384	sum	CAGE:testis, adult, pool1
40	CNhs10633+	cage	+	41	1.0		384	sum	CAGE:thymus, adult, pool1
41	CNhs10633-	cage	-	40	1.0		384	sum	CAGE:thymus, adult, pool1
42	CNhs10634+	cage	+	43	1.0		384	sum	CAGE:thyroid, adult, pool1
43	CNhs10634-	cage	-	42	1.0		384	sum	CAGE:thyroid, adult, pool1
44	CNhs10635+	cage	+	45	1.0		384	sum	CAGE:trachea, adult, pool1
45	CNhs10635-	cage	-	44	1.0		384	sum	CAGE:trachea, adult, pool1
46	CNhs10636+	cage	+	47	1.0		384	sum	CAGE:retina, adult, pool1
47	CNhs10636-	cage	-	46	1.0		384	sum	CAGE:retina, adult, pool1
48	CNhs10637+	cage	+	49	1.0		384	sum	CAGE:temporal lobe, adult, pool1
49	CNhs10637-	cage	-	48	1.0		384	sum	CAGE:temporal lobe, adult, pool1
50	CNhs10638+	cage	+	51	1.0		384	sum	CAGE:postcentral gyrus, adult, pool1
51	CNhs10638-	cage	-	50	1.0		384	sum	CAGE:postcentral gyrus, adult, pool1
52	CNhs10640+	cage	+	53	1.0		384	sum	CAGE:pons, adult, pool1
53	CNhs10640-	cage	-	52	1.0		384	sum	CAGE:pons, adult, pool1
54	CNhs10641+	cage	+	55	1.0		384	sum	CAGE:parietal lobe, adult, pool1
55	CNhs10641-	cage	-	54	1.0		384	sum	CAGE:parietal lobe, adult, pool1
56	CNhs10642+	cage	+	57	1.0		384	sum	CAGE:paracentral gyrus, adult, pool1
57	CNhs10642-	cage	-	56	1.0		384	sum	CAGE:paracentral gyrus, adult, pool1
58	CNhs10643+	cage	+	59	1.0		384	sum	CAGE:occipital pole, adult, pool1
59	CNhs10643-	cage	-	58	1.0		384	sum	CAGE:occipital pole, adult, pool1
60	CNhs10644+	cage	+	61	1.0		384	sum	CAGE:nucleus accumbens, adult, pool1
61	CNhs10644-	cage	-	60	1.0		384	sum	CAGE:nucleus accumbens, adult, pool1
62	CNhs10645+	cage	+	63	1.0		384	sum	CAGE:medulla oblongata, adult, pool1
63	CNhs10645-	cage	-	62	1.0		384	sum	CAGE:medulla oblongata, adult, pool1
64	CNhs10646+	cage	+	65	1.0		384	sum	CAGE:insula, adult, pool1
65	CNhs10646-	cage	-	64	1.0		384	sum	CAGE:insula, adult, pool1
66	CNhs10647+	cage	+	67	1.0		384	sum	CAGE:frontal lobe, adult, pool1
67	CNhs10647-	cage	-	66	1.0		384	sum	CAGE:frontal lobe, adult, pool1
68	CNhs10648+	cage	+	69	1.0		384	sum	CAGE:dura mater, adult,
69	CNhs10648-	cage	-	68	1.0		384	sum	CAGE:dura mater, adult,
70	CNhs10649+	cage	+	71	1.0		384	sum	CAGE:corpus callosum, adult, pool1
71	CNhs10649-	cage	-	70	1.0		384	sum	CAGE:corpus callosum, adult, pool1
72	CNhs10650+	cage	+	73	1.0		384	sum	CAGE:thymus, fetal, pool1
73	CNhs10650-	cage	-	72	1.0		384	sum	CAGE:thymus, fetal, pool1
74	CNhs10651+	cage	+	75	1.0		384	sum	CAGE:spleen, fetal, pool1
75	CNhs10651-	cage	-	74	1.0		384	sum	CAGE:spleen, fetal, pool1
76	CNhs10652+	cage	+	77	1.0		384	sum	CAGE:kidney, fetal, pool1
77	CNhs10652-	cage	-	76	1.0		384	sum	CAGE:kidney, fetal, pool1
78	CNhs10653+	cage	+	79	1.0		384	sum	CAGE:heart, fetal, pool1
79	CNhs10653-	cage	-	78	1.0		384	sum	CAGE:heart, fetal, pool1
80	CNhs10654+	cage	+	81	1.0		384	sum	CAGE:tonsil, adult, pool1
81	CNhs10654-	cage	-	80	1.0		384	sum	CAGE:tonsil, adult, pool1
82	CNhs10722+	cage	+	83	1.0		384	sum	CAGE:acute myeloid leukemia (FAB M5) cell line:THP-1 (fresh)
83	CNhs10722-	cage	-	82	1.0		384	sum	CAGE:acute myeloid leukemia (FAB M5) cell line:THP-1 (fresh)
84	CNhs10723+	cage	+	85	1.0		384	sum	CAGE:acute myeloid leukemia (FAB M5) cell line:THP-1 (revived)
85	CNhs10723-	cage	-	84	1.0		384	sum	CAGE:acute myeloid leukemia (FAB M5) cell line:THP-1 (revived)
86	CNhs10724+	cage	+	87	1.0		384	sum	CAGE:acute myeloid leukemia (FAB M5) cell line:THP-1 (thawed)
87	CNhs10724-	cage	-	86	1.0		384	sum	CAGE:acute myeloid leukemia (FAB M5) cell line:THP-1 (thawed)
88	CNhs10726+	cage	+	89	1.0		384	sum	CAGE:lung adenocarcinoma cell line:PC-14
89	CNhs10726-	cage	-	88	1.0		384	sum	CAGE:lung adenocarcinoma cell line:PC-14
90	CNhs10727+	cage	+	91	1.0		384	sum	CAGE:chronic myelogenous leukemia cell line:KU812
91	CNhs10727-	cage	-	90	1.0		384	sum	CAGE:chronic myelogenous leukemia cell line:KU812
92	CNhs10728+	cage	+	93	1.0		384	sum	CAGE:extraskeletal myxoid chondrosarcoma cell line:H-EMC-SS
93	CNhs10728-	cage	-	92	1.0		384	sum	CAGE:extraskeletal myxoid chondrosarcoma cell line:H-EMC-SS
94	CNhs10729+	cage	+	95	1.0		384	sum	CAGE:renal cell carcinoma cell line:OS-RC-2
95	CNhs10729-	cage	-	94	1.0		384	sum	CAGE:renal cell carcinoma cell line:OS-RC-2
96	CNhs10730+	cage	+	97	1.0		384	sum	CAGE:malignant trichilemmal cyst cell line:DJM-1
97	CNhs10730-	cage	-	96	1.0		384	sum	CAGE:malignant trichilemmal cyst cell line:DJM-1
98	CNhs10731+	cage	+	99	1.0		384	sum	CAGE:glioma cell line:GI-1
99	CNhs10731-	cage	-	98	1.0		384	sum	CAGE:glioma cell line:GI-1
100	CNhs10732+	cage	+	101	1.0		384	sum	CAGE:maxillary sinus tumor cell line:HSQ-89
101	CNhs10732-	cage	-	100	1.0		384	sum	CAGE:maxillary sinus tumor cell line:HSQ-89
102	CNhs10733+	cage	+	103	1.0		384	sum	CAGE:gall bladder carcinoma cell line:TGBC2TKB
103	CNhs10733-	cage	-	102	1.0		384	sum	CAGE:gall bladder carcinoma cell line:TGBC2TKB
104	CNhs10734+	cage	+	105	1.0		384	sum	CAGE:papillotubular adenocarcinoma cell line:TGBC18TKB
105	CNhs10734-	cage	-	104	1.0		384	sum	CAGE:papillotubular adenocarcinoma cell line:TGBC18TKB
106	CNhs10735+	cage	+	107	1.0		384	sum	CAGE:transitional-cell carcinoma cell line:5637
107	CNhs10735-	cage	-	106	1.0		384	sum	CAGE:transitional-cell carcinoma cell line:5637
108	CNhs10736+	cage	+	109	1.0		384	sum	CAGE:breast carcinoma cell line:MDA-MB-453
109	CNhs10736-	cage	-	108	1.0		384	sum	CAGE:breast carcinoma cell line:MDA-MB-453
110	CNhs10737+	cage	+	111	1.0		384	sum	CAGE:colon carcinoma cell line:COLO-320
111	CNhs10737-	cage	-	110	1.0		384	sum	CAGE:colon carcinoma cell line:COLO-320
112	CNhs10738+	cage	+	113	1.0		384	sum	CAGE:adult T-cell leukemia cell line:ATN-1
113	CNhs10738-	cage	-	112	1.0		384	sum	CAGE:adult T-cell leukemia cell line:ATN-1
114	CNhs10739+	cage	+	115	1.0		384	sum	CAGE:Burkitt's lymphoma cell line:DAUDI
115	CNhs10739-	cage	-	114	1.0		384	sum	CAGE:Burkitt's lymphoma cell line:DAUDI
116	CNhs10740+	cage	+	117	1.0		384	sum	CAGE:choriocarcinoma cell line:BeWo
117	CNhs10740-	cage	-	116	1.0		384	sum	CAGE:choriocarcinoma cell line:BeWo
118	CNhs10741+	cage	+	119	1.0		384	sum	CAGE:splenic lymphoma with villous lymphocytes cell line:SLVL
119	CNhs10741-	cage	-	118	1.0		384	sum	CAGE:splenic lymphoma with villous lymphocytes cell line:SLVL
120	CNhs10742+	cage	+	121	1.0		384	sum	CAGE:astrocytoma cell line:TM-31
121	CNhs10742-	cage	-	120	1.0		384	sum	CAGE:astrocytoma cell line:TM-31
122	CNhs10743+	cage	+	123	1.0		384	sum	CAGE:epidermoid carcinoma cell line:A431
123	CNhs10743-	cage	-	122	1.0		384	sum	CAGE:epidermoid carcinoma cell line:A431
124	CNhs10744+	cage	+	125	1.0		384	sum	CAGE:b cell line:RPMI1788
125	CNhs10744-	cage	-	124	1.0		384	sum	CAGE:b cell line:RPMI1788
126	CNhs10745+	cage	+	127	1.0		384	sum	CAGE:anaplastic carcinoma cell line:8305C
127	CNhs10745-	cage	-	126	1.0		384	sum	CAGE:anaplastic carcinoma cell line:8305C
128	CNhs10746+	cage	+	129	1.0		384	sum	CAGE:acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL
129	CNhs10746-	cage	-	128	1.0		384	sum	CAGE:acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL
130	CNhs10747+	cage	+	131	1.0		384	sum	CAGE:non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK
131	CNhs10747-	cage	-	130	1.0		384	sum	CAGE:non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK
132	CNhs10748+	cage	+	133	1.0		384	sum	CAGE:epidermoid carcinoma cell line:Ca Ski
133	CNhs10748-	cage	-	132	1.0		384	sum	CAGE:epidermoid carcinoma cell line:Ca Ski
134	CNhs10750+	cage	+	135	1.0		384	sum	CAGE:bile duct carcinoma cell line:HuCCT1
135	CNhs10750-	cage	-	134	1.0		384	sum	CAGE:bile duct carcinoma cell line:HuCCT1
136	CNhs10751+	cage	+	137	1.0		384	sum	CAGE:giant cell carcinoma cell line:Lu99B
137	CNhs10751-	cage	-	136	1.0		384	sum	CAGE:giant cell carcinoma cell line:Lu99B
138	CNhs10752+	cage	+	139	1.0		384	sum	CAGE:oral squamous cell carcinoma cell line:Ca9-22
139	CNhs10752-	cage	-	138	1.0		384	sum	CAGE:oral squamous cell carcinoma cell line:Ca9-22
140	CNhs10753+	cage	+	141	1.0		384	sum	CAGE:signet ring carcinoma cell line:Kato III
141	CNhs10753-	cage	-	140	1.0		384	sum	CAGE:signet ring carcinoma cell line:Kato III
142	CNhs12495+	cage	+	143	1.0		384	sum	CAGE:Endothelial Cells - Aortic,
143	CNhs12495-	cage	-	142	1.0		384	sum	CAGE:Endothelial Cells - Aortic,
144	CNhs11309+	cage	+	145	1.0		384	sum	CAGE:Smooth Muscle Cells - Aortic,
145	CNhs11309-	cage	-	144	1.0		384	sum	CAGE:Smooth Muscle Cells - Aortic,
146	CNhs10839+	cage	+	147	1.0		384	sum	CAGE:Smooth Muscle Cells - Umbilical artery,
147	CNhs10839-	cage	-	146	1.0		384	sum	CAGE:Smooth Muscle Cells - Umbilical artery,
148	CNhs10842+	cage	+	149	1.0		384	sum	CAGE:Retinal Pigment Epithelial Cells,
149	CNhs10842-	cage	-	148	1.0		384	sum	CAGE:Retinal Pigment Epithelial Cells,
150	CNhs10843+	cage	+	151	1.0		384	sum	CAGE:Urothelial cells,
151	CNhs10843-	cage	-	150	1.0		384	sum	CAGE:Urothelial cells,
152	CNhs10844+	cage	+	153	1.0		384	sum	CAGE:Mesenchymal stem cells - adipose,
153	CNhs10844-	cage	-	152	1.0		384	sum	CAGE:Mesenchymal stem cells - adipose,
154	CNhs10845+	cage	+	155	1.0		384	sum	CAGE:Mesenchymal stem cells - hepatic,
155	CNhs10845-	cage	-	154	1.0		384	sum	CAGE:Mesenchymal stem cells - hepatic,
156	CNhs10846+	cage	+	157	1.0		384	sum	CAGE:Mesenchymal Stem Cells - Vertebral,
157	CNhs10846-	cage	-	156	1.0		384	sum	CAGE:Mesenchymal Stem Cells - Vertebral,
158	CNhs10847+	cage	+	159	1.0		384	sum	CAGE:Sebocyte,
159	CNhs10847-	cage	-	158	1.0		384	sum	CAGE:Sebocyte,
160	CNhs10848+	cage	+	161	1.0		384	sum	CAGE:Fibroblast - Gingival,  (GFH2)
161	CNhs10848-	cage	-	160	1.0		384	sum	CAGE:Fibroblast - Gingival,  (GFH2)
162	CNhs12197+	cage	+	163	1.0		384	sum	CAGE:Mesothelial Cells,
163	CNhs12197-	cage	-	162	1.0		384	sum	CAGE:Mesothelial Cells,
164	CNhs11974+	cage	+	165	1.0		384	sum	CAGE:Sertoli Cells,
165	CNhs11974-	cage	-	164	1.0		384	sum	CAGE:Sertoli Cells,
166	CNhs11954+	cage	+	167	1.0		384	sum	CAGE:CD14+ Monocytes,
167	CNhs11954-	cage	-	166	1.0		384	sum	CAGE:CD14+ Monocytes,
168	CNhs10853+	cage	+	169	1.0		384	sum	CAGE:CD4+ T Cells,
169	CNhs10853-	cage	-	168	1.0		384	sum	CAGE:CD4+ T Cells,
170	CNhs11999+	cage	+	171	1.0		384	sum	CAGE:CD8+ T Cells,
171	CNhs11999-	cage	-	170	1.0		384	sum	CAGE:CD8+ T Cells,
172	CNhs11062+	cage	+	173	1.0		384	sum	CAGE:Dendritic Cells - monocyte immature derived, , tech_
173	CNhs11062-	cage	-	172	1.0		384	sum	CAGE:Dendritic Cells - monocyte immature derived, , tech_
174	CNhs12200+	cage	+	175	1.0		384	sum	CAGE:Dendritic Cells - plasmacytoid,
175	CNhs12200-	cage	-	174	1.0		384	sum	CAGE:Dendritic Cells - plasmacytoid,
176	CNhs11904+	cage	+	177	1.0		384	sum	CAGE:CD14+ monocyte derived endothelial progenitor cells,
177	CNhs11904-	cage	-	176	1.0		384	sum	CAGE:CD14+ monocyte derived endothelial progenitor cells,
178	CNhs11957+	cage	+	179	1.0		384	sum	CAGE:Natural Killer Cells,
179	CNhs11957-	cage	-	178	1.0		384	sum	CAGE:Natural Killer Cells,
180	CNhs10860+	cage	+	181	1.0		384	sum	CAGE:Peripheral Blood Mononuclear Cells,
181	CNhs10860-	cage	-	180	1.0		384	sum	CAGE:Peripheral Blood Mononuclear Cells,
182	CNhs12003+	cage	+	183	1.0		384	sum	CAGE:Macrophage - monocyte derived,
183	CNhs12003-	cage	-	182	1.0		384	sum	CAGE:Macrophage - monocyte derived,
184	CNhs11959+	cage	+	185	1.0		384	sum	CAGE:Neutrophils,
185	CNhs11959-	cage	-	184	1.0		384	sum	CAGE:Neutrophils,
186	CNhs12004+	cage	+	187	1.0		384	sum	CAGE:Smooth Muscle Cells - Brain Vascular,
187	CNhs12004-	cage	-	186	1.0		384	sum	CAGE:Smooth Muscle Cells - Brain Vascular,
188	CNhs11960+	cage	+	189	1.0		384	sum	CAGE:Astrocyte - cerebral cortex,
189	CNhs11960-	cage	-	188	1.0		384	sum	CAGE:Astrocyte - cerebral cortex,
190	CNhs10865+	cage	+	191	1.0		384	sum	CAGE:Endothelial Cells - Lymphatic,
191	CNhs10865-	cage	-	190	1.0		384	sum	CAGE:Endothelial Cells - Lymphatic,
192	CNhs10866+	cage	+	193	1.0		384	sum	CAGE:Fibroblast - Gingival,
193	CNhs10866-	cage	-	192	1.0		384	sum	CAGE:Fibroblast - Gingival,
194	CNhs11962+	cage	+	195	1.0		384	sum	CAGE:Fibroblast - Periodontal Ligament,
195	CNhs11962-	cage	-	194	1.0		384	sum	CAGE:Fibroblast - Periodontal Ligament,
196	CNhs10868+	cage	+	197	1.0		384	sum	CAGE:Smooth Muscle Cells - Colonic,
197	CNhs10868-	cage	-	196	1.0		384	sum	CAGE:Smooth Muscle Cells - Colonic,
198	CNhs11964+	cage	+	199	1.0		384	sum	CAGE:Skeletal Muscle Satellite Cells,
199	CNhs11964-	cage	-	198	1.0		384	sum	CAGE:Skeletal Muscle Satellite Cells,
200	CNhs11908+	cage	+	201	1.0		384	sum	CAGE:Myoblast,
201	CNhs11908-	cage	-	200	1.0		384	sum	CAGE:Myoblast,
202	CNhs11966+	cage	+	203	1.0		384	sum	CAGE:Ciliary Epithelial Cells,
203	CNhs11966-	cage	-	202	1.0		384	sum	CAGE:Ciliary Epithelial Cells,
204	CNhs10872+	cage	+	205	1.0		384	sum	CAGE:Endothelial Cells - Umbilical vein,
205	CNhs10872-	cage	-	204	1.0		384	sum	CAGE:Endothelial Cells - Umbilical vein,
206	CNhs12011+	cage	+	207	1.0		384	sum	CAGE:Fibroblast - Aortic Adventitial,
207	CNhs12011-	cage	-	206	1.0		384	sum	CAGE:Fibroblast - Aortic Adventitial,
208	CNhs10875+	cage	+	209	1.0		384	sum	CAGE:Intestinal epithelial cells (polarized),
209	CNhs10875-	cage	-	208	1.0		384	sum	CAGE:Intestinal epithelial cells (polarized),
210	CNhs12064+	cage	+	211	1.0		384	sum	CAGE:Anulus Pulposus Cell,
211	CNhs12064-	cage	-	210	1.0		384	sum	CAGE:Anulus Pulposus Cell,
212	CNhs10877+	cage	+	213	1.0		384	sum	CAGE:Pancreatic stromal cells,
213	CNhs10877-	cage	-	212	1.0		384	sum	CAGE:Pancreatic stromal cells,
214	CNhs10878+	cage	+	215	1.0		384	sum	CAGE:Fibroblast - Pulmonary Artery,
215	CNhs10878-	cage	-	214	1.0		384	sum	CAGE:Fibroblast - Pulmonary Artery,
216	CNhs10879+	cage	+	217	1.0		384	sum	CAGE:Keratinocyte - oral,
217	CNhs10879-	cage	-	216	1.0		384	sum	CAGE:Keratinocyte - oral,
218	CNhs10881+	cage	+	219	1.0		384	sum	CAGE:Nucleus Pulposus Cell,
219	CNhs10881-	cage	-	218	1.0		384	sum	CAGE:Nucleus Pulposus Cell,
220	CNhs10882+	cage	+	221	1.0		384	sum	CAGE:Prostate Epithelial Cells (polarized),
221	CNhs10882-	cage	-	220	1.0		384	sum	CAGE:Prostate Epithelial Cells (polarized),
222	CNhs12015+	cage	+	223	1.0		384	sum	CAGE:Prostate Stromal Cells,
223	CNhs12015-	cage	-	222	1.0		384	sum	CAGE:Prostate Stromal Cells,
224	CNhs12016+	cage	+	225	1.0		384	sum	CAGE:Small Airway Epithelial Cells,
225	CNhs12016-	cage	-	224	1.0		384	sum	CAGE:Small Airway Epithelial Cells,
226	CNhs11045+	cage	+	227	1.0		384	sum	CAGE:cord blood derived cell line:COBL-a untreated
227	CNhs11045-	cage	-	226	1.0		384	sum	CAGE:cord blood derived cell line:COBL-a untreated
228	CNhs11046+	cage	+	229	1.0		384	sum	CAGE:embryonic kidney cell line: HEK293/SLAM untreated
229	CNhs11046-	cage	-	228	1.0		384	sum	CAGE:embryonic kidney cell line: HEK293/SLAM untreated
230	CNhs11047+	cage	+	231	1.0		384	sum	CAGE:embryonic kidney cell line: HEK293/SLAM infection, 24hr
231	CNhs11047-	cage	-	230	1.0		384	sum	CAGE:embryonic kidney cell line: HEK293/SLAM infection, 24hr
232	CNhs11049+	cage	+	233	1.0		384	sum	CAGE:cord blood derived cell line:COBL-a 24h infection(-C)
233	CNhs11049-	cage	-	232	1.0		384	sum	CAGE:cord blood derived cell line:COBL-a 24h infection(-C)
234	CNhs11050+	cage	+	235	1.0		384	sum	CAGE:cord blood derived cell line:COBL-a 24h infection
235	CNhs11050-	cage	-	234	1.0		384	sum	CAGE:cord blood derived cell line:COBL-a 24h infection
236	CNhs11969+	cage	+	237	1.0		384	sum	CAGE:Adipocyte - breast,
237	CNhs11969-	cage	-	236	1.0		384	sum	CAGE:Adipocyte - breast,
238	CNhs11052+	cage	+	239	1.0		384	sum	CAGE:Preadipocyte - breast,
239	CNhs11052-	cage	-	238	1.0		384	sum	CAGE:Preadipocyte - breast,
240	CNhs12067+	cage	+	241	1.0		384	sum	CAGE:Adipocyte - omental,
241	CNhs12067-	cage	-	240	1.0		384	sum	CAGE:Adipocyte - omental,
242	CNhs11057+	cage	+	243	1.0		384	sum	CAGE:Mesenchymal Stem Cells - Wharton's Jelly,
243	CNhs11057-	cage	-	242	1.0		384	sum	CAGE:Mesenchymal Stem Cells - Wharton's Jelly,
244	CNhs11061+	cage	+	245	1.0		384	sum	CAGE:Gingival epithelial cells,  (GEA11)
245	CNhs11061-	cage	-	244	1.0		384	sum	CAGE:Gingival epithelial cells,  (GEA11)
246	CNhs11384+	cage	+	247	1.0		384	sum	CAGE:Neural stem cells,
247	CNhs11384-	cage	-	246	1.0		384	sum	CAGE:Neural stem cells,
248	CNhs11064+	cage	+	249	1.0		384	sum	CAGE:Keratinocyte - epidermal,
249	CNhs11064-	cage	-	248	1.0		384	sum	CAGE:Keratinocyte - epidermal,
250	CNhs11902+	cage	+	251	1.0		384	sum	CAGE:Preadipocyte - omental,
251	CNhs11902-	cage	-	250	1.0		384	sum	CAGE:Preadipocyte - omental,
252	CNhs12046+	cage	+	253	1.0		384	sum	CAGE:Smooth Muscle Cells - Internal Thoracic Artery,
253	CNhs12046-	cage	-	252	1.0		384	sum	CAGE:Smooth Muscle Cells - Internal Thoracic Artery,
254	CNhs11068+	cage	+	255	1.0		384	sum	CAGE:Synoviocyte,
255	CNhs11068-	cage	-	254	1.0		384	sum	CAGE:Synoviocyte,
256	CNhs11073+	cage	+	257	1.0		384	sum	CAGE:Mast cell - stimulated,
257	CNhs11073-	cage	-	256	1.0		384	sum	CAGE:Mast cell - stimulated,
258	CNhs11912+	cage	+	259	1.0		384	sum	CAGE:Fibroblast - skin spinal muscular atrophy,
259	CNhs11912-	cage	-	258	1.0		384	sum	CAGE:Fibroblast - skin spinal muscular atrophy,
260	CNhs11075+	cage	+	261	1.0		384	sum	CAGE:Whole blood (ribopure), , donation1
261	CNhs11075-	cage	-	260	1.0		384	sum	CAGE:Whole blood (ribopure), , donation1
262	CNhs11671+	cage	+	263	1.0		384	sum	CAGE:Whole blood (ribopure), , donation2
263	CNhs11671-	cage	-	262	1.0		384	sum	CAGE:Whole blood (ribopure), , donation2
264	CNhs11382+	cage	+	265	1.0		384	sum	CAGE:Mammary Epithelial Cell,
265	CNhs11382-	cage	-	264	1.0		384	sum	CAGE:Mammary Epithelial Cell,
266	CNhs11385+	cage	+	267	1.0		384	sum	CAGE:Osteoblast,
267	CNhs11385-	cage	-	266	1.0		384	sum	CAGE:Osteoblast,
268	CNhs11079+	cage	+	269	1.0		384	sum	CAGE:Placental Epithelial Cells,
269	CNhs11079-	cage	-	268	1.0		384	sum	CAGE:Placental Epithelial Cells,
270	CNhs12038+	cage	+	271	1.0		384	sum	CAGE:Preadipocyte - subcutaneous,
271	CNhs12038-	cage	-	270	1.0		384	sum	CAGE:Preadipocyte - subcutaneous,
272	CNhs11082+	cage	+	273	1.0		384	sum	CAGE:Preadipocyte - visceral,
273	CNhs11082-	cage	-	272	1.0		384	sum	CAGE:Preadipocyte - visceral,
274	CNhs12053+	cage	+	275	1.0		384	sum	CAGE:Skeletal Muscle Cells,
275	CNhs12053-	cage	-	274	1.0		384	sum	CAGE:Skeletal Muscle Cells,
276	CNhs11984+	cage	+	277	1.0		384	sum	CAGE:Skeletal muscle cells differentiated into Myotubes - multinucleated,
277	CNhs11984-	cage	-	276	1.0		384	sum	CAGE:Skeletal muscle cells differentiated into Myotubes - multinucleated,
278	CNhs11086+	cage	+	279	1.0		384	sum	CAGE:Smooth Muscle Cells - Brachiocephalic,
279	CNhs11086-	cage	-	278	1.0		384	sum	CAGE:Smooth Muscle Cells - Brachiocephalic,
280	CNhs11087+	cage	+	281	1.0		384	sum	CAGE:Smooth Muscle Cells - Carotid,
281	CNhs11087-	cage	-	280	1.0		384	sum	CAGE:Smooth Muscle Cells - Carotid,
282	CNhs11088+	cage	+	283	1.0		384	sum	CAGE:Smooth Muscle Cells - Coronary Artery,
283	CNhs11088-	cage	-	282	1.0		384	sum	CAGE:Smooth Muscle Cells - Coronary Artery,
284	CNhs11089+	cage	+	285	1.0		384	sum	CAGE:Smooth Muscle Cells - Pulmonary Artery,
285	CNhs11089-	cage	-	284	1.0		384	sum	CAGE:Smooth Muscle Cells - Pulmonary Artery,
286	CNhs12048+	cage	+	287	1.0		384	sum	CAGE:Smooth Muscle Cells - Subclavian Artery,
287	CNhs12048-	cage	-	286	1.0		384	sum	CAGE:Smooth Muscle Cells - Subclavian Artery,
288	CNhs11091+	cage	+	289	1.0		384	sum	CAGE:Smooth Muscle Cells - Umbilical Artery,
289	CNhs11091-	cage	-	288	1.0		384	sum	CAGE:Smooth Muscle Cells - Umbilical Artery,
290	CNhs12051+	cage	+	291	1.0		384	sum	CAGE:Tracheal Epithelial Cells,
291	CNhs12051-	cage	-	290	1.0		384	sum	CAGE:Tracheal Epithelial Cells,
